text,label
Eh A little confusing but kinda good,negative
I can't get a game boring don't download Boring,negative
Great App Great idea and app. New devices have been out so an update is kind of due. 5 Stars nonetheless. Wouldn't mind paying for the work 😯,positive
Superb. Great job Highly customisable. Feel like taking control over the Core. Works great with custom kernels and stock kernels also.,positive
Telegram (: Best,positive
IT'S MEN DONE WORLDWIDE SOFTWARE Just Need Life Protection,positive
I think so good,positive
It's the best It is very good,neutral
Won't install now  on lollipop...,negative
Ronghang Raju,positive
Bad Was pretty good but chooses colors for certain contacts so you can't choose colors,negative
Not quite there yet. Use RetroArch instead. It's free.,neutral
Pain relief Almost instant relief.,positive
WORKS LESS MEMORY MORE just about to download it  then it says not enough memory available. couldnt you guys just reduce the size of it? and more errors pop up. uh,negative
Shibamirzaee Akzonajan1,positive
Drain Batterry,negative
Easy to use Its fast Its supet,positive
BAD CUSTOMER SERVICE EVER,negative
Please fix the font when type Vietnamese,positive
Good Yas,positive
Ranking These is best way to download free apps,positive
Google talk back Easy to use love it.,positive
Before lasted update  i never have any problem with telegram and when i play a voice and when i put phone near my ear  voice play in speak microphone  but after update when i play voice and put phone near my ear phone screen will lock  and never on screen i most off my phone  i have this trouble when i call anyone's too.,negative
love it After last update  this app earns 5 stars. Background processing improved performance significantly. I can only suggest to add dedicared video recording button so you don't have to switch modes.,positive
Galaxy Grand Prime Its very Useful App but its storage is big please low it....thanks,positive
aaa asaa,positive
DO NOT...BELIEVE THE PEOPLE WHO SAYS THIS WORKS ON ANDROID!!...I have a Google Pixel XL...with 8 emulators...that work GREAT!....This is total BS...it will not work on Android!!...I am out to expose this farce for what it is!...You should not give this app the TIME OR ENERGY!...BEWARE!!,negative
🤔it's good but not perfect,positive
Easy to use and helpful,positive
"Unfortunately ppsspp has stopped I have samsung galaxy j2 and i cant play any championship matches or high level matches in wwe 2k14 It always says """"""""""""""""""""""""""""""""unfortunately ppsspp has stopped"""""""""""""""""""""""""""""""" ...Can you answer exactly ehats the problem is???""""",negative
Why can't I update it instead it appears deactivate it,negative
As long as its working I dont care anymore. Walang forever,positive
Great job guys! I found this app to use as a replacement for the supplied camera app on my MotoZPlay and Hasselblad Mod. This is what should be supplied for that Motomod. I can set things and the settings stay when I close the app. Lots of other useful features too!,positive
Great app. Would it be possible to allow the app to run in the background so the widget could scroll through the months. When the app is closed the widget remains on the current month and the arrow buttons are disabled. Thanks.,positive
Ahay,positive
Shivam. Aahire Shivam. Aahire,positive
Digital Smart,positive
Surajray,positive
Awesome I loved it it's very interesting PSP emulator please install it.It is awwesome,positive
Whatever I couldn't get it to work. It's too bad. It seemed like it was something I would have liked. Maybe consider giving instructions that might actually work. Uninstalled.,negative
Excellent Assam,positive
Sucks takes for ever to download and keeps asking to update it frequently,negative
Awesome I loved it .. It is same as WhatsApp but better than that,positive
H Great,positive
"Love it so far Great launcher. No bugs so far. I would like to remove the persistent notification in the notification panel (""""""""""""""""TUI is running"""""""""""""""" ). I tried editing the settings file to """"""""""""""""keepAliveWithNotification=false"""""""""""""""" but it did not work. Dev was quick to suggest blocking notifications (which worked). Thank you!""""",positive
Shreedhar v Shreedhar v,positive
Adhya Prk,positive
Bad Very worst app,negative
Hmm... There seems to be no 'I see what you did there'.,positive
Rifat Rifat,positive
How is tis app guys i never used tis app ya,negative
Google is near to betterment,positive
I love this app! I have been using this app for over a year now to record my reading  rather than catalogue my book library ( which is extensive!) and find it very user friendly. The developers are really approachable  and deal with any problems very quickly - such as the recent update problems - and are happy to answer any queries you may have.,positive
Ranu It is the best app,positive
very usefull n excellent  the best messenger i've use,positive
Try to avoid fakes,positive
Runs perfectly for galaxy s4. Only slightly laggy. But my controller is registering as a keyboard. Can you make the joystick capable of programming? It has no option to program it and my controller doesn't automatically register the joystick. Thank you however ^^ also  maybe a few gpu tweaks? Fps &gt; quality,positive
Good easy to use,positive
I love this app. Its just about my favorite app ever. Had it for about 6 years  and ive had no problem. Does exactly what it's supposed to.,positive
Sorry to say the latest update broke this app. I hope you get it back to its usual 5 star condition soon.,negative
Stopped working Used to be great. Stopped updating and now the widget is not available to add to my phone screens. Says the app is installed on my phone but there is no widget. Uninstalled and reinstalled and same problem.,negative
Great Launcher! I was basically looking for a vertical scrolling menu like CM and I got it.. The only suggestion is to include icon packs!,positive
Hangout,positive
Great Does what it says.,positive
Too buggy for anything professional Every post I write is accompanied with extra hours of redos  redrafts  and rewriting as the site seems to pick and choose what to keep when you hit save draft. The application never ever works without several bugs to work around. Uninstalling  logging out  force stopping  nothing works. Can't wait to switch to Squarespace.,negative
Verify all apps needed in this device,positive
This is a very good music app.,positive
Plz add following settings 1. text alignments 2. A procedure to save certain blogs to be referred back to later in case we would like to see it again. Like in fb. Save blog instead of save page/link.,positive
Five stars Google?,positive
I think it's awesome and i would to join your ' l.,positive
Is that a nice and good,positive
Excels bye,positive
Kazzo,neutral
Other are better Not no1 anymore. My phone not supporting m4a,neutral
Great app Really detailed information about the apps and services that use up your battery. Very useful for diagnosing exactly what is draining your battery.,positive
The app works very well. But in the end I've decided it doesn't match my workflow well. I've used for a long time a simple text file to manage tasks  similar to markdown; the advantage is that I can create (long) notes in the same place  that I can create subtasks with arbitrary levels and that I can move tasks around between multiple sections: tasks to do today  tasks to do soon  long term tasks and completed tasks. I can also render that in a smaller font with compact lines to see more content.,positive
Great package Simple  easy to use  easy on data  very convenient  and most importantly no annoying ads! Great app,positive
‌not bad it is a best,positive
In that pic it says 1.3mb But in our phone believe me it takes 276mb...wtf,neutral
"GOD """"""""""""""""""""""""""""""""BLESS"""""""""""""""""""""""""""""""" THE N.S.A. SPOOKS/TREASONESS TRAITORS ........""""",positive
Unsatisfied The clock should be bigger so that it looks authentically android,neutral
Awesome x200   but wondering if the unchained material will get put in.,positive
Mice Nice,positive
I don't get it Help me,negative
I've been looking for the band Hellyeah and so far I haven't been able to find it on any music app. Not even this one.,neutral
Bakvasss akahrrr ha,positive
Very good! NO PERMISSIONS REQUESTED. 5 stars just for that. Extremely functional  especially for quick multitasking. Lacks widget support. Works as a charm in Android 6. Give it a try!,positive
Very problematic. Showing reportedly DEACTIVATE J,negative
it's good website,positive
Helpful for study,positive
huge battery drain  stays awake non-stop,negative
My TV remote handles navigation however  Kore is my go-to remote for more advanced functions.,positive
Always hitting the the period... instead of space Over all is great but somehow always hitting the period instead of tabbing the space its so annoying,negative
"I think it worth 5-stars if the problem on """"""""""""""""""""""""""""""""Disable mobile data while connected to a known Wi-Fi"""""""""""""""""""""""""""""""" could be fixed on my LG-G2 D802. Thks.""""",positive
Great free camera app,positive
Прекрасное приложение  спасибо разработчикам. Но лично меня очень раздражает то  что оно само меняет яркость. В солнечную погоду ничего не видно  а ночью слишком ярко. Причем ночью постепенно все же привыкаешь к выставленной яркости  но если нужно открыть настройки или еще что-то  то там будет опять ярче. И даже черный фон не спасает от кратковременного ослепления. Не исключаю  что сама виновата  и где-то это настраивается  но я пока  увы  не нашла. Использую на Samsung Galaxy Note 4.,negative
playing castlevania nice,positive
It works  nice features.,positive
5 Stars All the Way I needed this so bad. Thanks developers. Great App indeed!,positive
To get some app. Want to restored my phone!,positive
amazing but when i play a game the game is to slow i wish that you can fix it,positive
Really greate tool I can easily get info about permissions,positive
Love it So much fun,positive
Super clarity in this app,positive
It's a commendable app for those whose devices like mine(infinix x 700 version 4.0) have got low space challenges. Great job there. Thanks,positive
Hate Not gud,negative
The before looking and interface was much more nice than the latest update! Reverse back to the similar looking...,neutral
Shirish Very good App,positive
Fantastic👍👍👍👌👌👌👏👏👏👏,positive
My main SIP app  light  efficient but very few updates,positive
Unbiased and informative Love it! Very interesting app that keeps me up to date with the news. Thanks! :-),positive
Gooood... I like it,positive
Could someone please tell me how to remove this useless apps from my phone?,negative
yes Kay app hai,positive
Deven,positive
Wow... I remember when this first came out  Simple game with a lot of bugs glitches and all of that... Now ... Its improved so much! Also with the source code on GitHub and with people trying to get money with this same app just changed... Yeah... I really enjoy this game Wat. But I would really really really love a CO-OP Mode! Keep up the good work! ( ALL YOU HATERS BE QUIET! This is a game that's actually based on Luck and Intellect so be smart and It even said in the description that you'll die! So don't hate!,positive
Best messenger ever Didn't understand why people doesn't use it as well as they use the others,positive
Last build was better. Still ducks. Have to trick Tor and Polipo to actually start by opening Orfox and starting Tor in the background because the developers cannot make a functioning app.,negative
Nope Vibration & sound is delayed. Can't change quarter. Minnesota sucks. Uninstall.,negative
Nice Good work,positive
Playgames is all I wish to only play and watch all the games I can play please let me play my games watch my Youtubes kids videos. I miss my videos of Woody and lego ninjago thanks Googleplayservices this is my first device let me play please,positive
Loved the free version  paid for the plus version Great email support from developer. Been using this for nearly a year now  without a hiccup. Great way to handle expenses.,positive
nice!,positive
Sorry u r not using tor Anityme i try using the app evrytin indicates day,neutral
Thanks for this app I would really like to see this app shine some day come on you can do it,positive
Goooooooioooooood,positive
Its great and helpful I couldn't listen to songs on my tablet because it cost money,positive
Very useful this app  i training the whole day,positive
Today app is not working somebody help me what to do,positive
ajir kumar ajir kumar,positive
Why do I have to DL this app this app suck,negative
Q Y,positive
Sachin 5,positive
India app,neutral
Voice call is not possible :(,positive
Awesome But after using it much iam still failed to found out the options for highlights lines...,positive
It bothers me wall I'm on Netflix,negative
I just want to know prices nothing else,negative
Ytop,positive
Small yet powerful nice app,positive
A very good program,positive
? Not even opening,negative
Aduno,neutral
Hassan.ert2016@gmail Hassankanu2016,neutral
Speechless This app is so great and beautiful that I find myself just opening it for absolutely no reason at all  keep up the great work guys?,positive
Yoytube is not updating,positive
Whatsapp not working It's a great app and I've been using for a few days now  but sadly  whatsapp stopped working. Please fix it. And also make it keep blinking the screen  and not only turn the screen on once.,neutral
fake security I saw my all contacts in My relatives telegram contacts.he don't even know them. somehow telegram transfer my contacts To my other telegram contacts. fix it,neutral
Why do we need this to run other apps? This is just a really dumb move by Google,neutral
I didn't think it would work... But it really does. A nice tool to have handy.,positive
Best FOSS file explorer,positive
Hussain,positive
Now has biased editing  with non factual information inserted. Can no longer be trusted.,negative
Barcode Scanner It's a great App of Barcode Scanner.,positive
Works on Pixel! After figuring out how to get the screen to pop up that asks for permission to use files and such  I was able to just plug in my Xbox one controller  open soul Calibur  Broken Destiny  and wow  it works amazingly! Sure  not as fast as on PC  but I'd say the slowest it gets is maybe 55 FPS. It really blows me away  that now  I don't even need my laptop for PSP gaming!,positive
Cuts off,negative
Ex-oh-lent Simple  easy  and fool-proof. Take that from the authority on the subject. Signed  The Fool,positive
Ok Goo,positive
What did you guys do? The update is supposed to improve something not mess it up. Since last update this app has been useless.,negative
The app keeps opening itself and its always killing my battery. It just won't stay closed. Other than that I like it,neutral
The best Help's me play games,positive
Galaxy S5 Thank you for responding fast and for the help... The best EVER,positive
Very nice Simple and beatiful  could use a shedule mode tho  props to the developers.,positive
Poor Thanks,negative
My life is ruined since my Tablet got updated and i need this stuff just to enjoy what i want. But Keep The Good Work!,negative
Nice layout.. easy to use,neutral
Bands zengue,negative
Highly recommend,positive
Kelechi I love it. It is the best of all the time. I am so excited.,positive
Good app Good graphics,negative
I was having trouble downloading yesterday and now its downloading but I find its the best,positive
This app makes my phone slow i truly hate it,negative
Just a podcast Finds everything I want and no delay in download. Simple and effective.,positive
abbas.taei عالي,positive
Simple and easy to use  can post wherever i am,positive
Easy to use  looks great  nice features  *and* it's FOSS? Yep! Very thankful to the dev for making this. Love it.,positive
fabulous,positive
Excellent app My go to app for doing spur of the moment searches. Also a big fan of the trade calculator.,positive
I think its amazing it has every single song ever even the intro songs from youtubers love it best music download app ever,positive
This app is the best of all the apps i have,positive
supper servis,positive
I am sure it is useful but when it is off completely and I plug in my headphones it turns it's self on. I CAN't unistall it either.,negative
I use it to level my camper.,positive
Off line work amazing,positive
Mantapp...,positive
Mast hai Bhai loag,positive
155 Sun,positive
This app stops my volume control from working,negative
Best app Ti is best app to used,positive
FUN I love keeping up with friends & family!,positive
Great app! This has helped me on so many occasions when I needed help  thanks a lot!,positive
best gps logger easy to use  have a lot of settings. gpx files contain many info  like time  amount of satellites for every point and so on.,positive
Astoundingly good. You have to set the graphics to fit device but after that  AMAZING.,positive
Badapp Hated it man no executable disk0,negative
My phone was not able to update it,negative
"Pixel XL I switched to a Pixel from owning Galaxy phones in the past. Even though I dislike Touchwiz  I have always loved having apps in split mode and/or window mode. So upgrading to only """"""""""""""""split screen mode"""""""""""""""" offered by 7.0  I was a bit disappointed. Wish there were more options  BUT... this app absolutely excels. I'm still giving 5/5 because quality &gt; quantity Most in this category are absolute garbage imo - but this is great.""""",positive
Unfortunately your Google Play Services has stop....but I've done nothing cause it behavior,negative
Works Great For Xperia C  all u need is to move the app on internal storage  that's it.. But unable to change the color of texts  pls fix it..,positive
I'm waiting the latest update version availability for Voice calls features in Asia (04/04/2017) | Well done  just a few days I have submitted a short review about still waiting for the latest update for voice calls features  today (06/04/2017) I got an update that voice calls features is available and I can use it well. Thanks to Telegram Developer Support Team. That was great  super crystal clear sounds  speed & secure!,positive
Poor connection,positive
Frostwire Its the full meal deal....highly recomended!!!,positive
Nice app  but... Adding 'find' option during time travel and saving the current map as jpg or png format will be helpful,positive
Extremely useful !! Great app. Useful for day to day affairs. Makes life more efficient. However I am afraid to try some of them. Can I use lucid dreams while sleeping ? And is LSD drug safe to use . The description of unity is pretty weird too,positive
Abdulhainagori Movie,positive
The Duck walks the walk and talks the talk I've used DuckDuckGo on lots of different devices and I find it to be fast and reliable every time...and when compared to other mainstream browsers and search engines  this one simply out performed most of them in page load speed and simplicity of design. I love the Duck and so will you...word dudes !,positive
5 Very ok,positive
This is perfect for occasionally checking Facebook without giving them access to everything on my phone and ruining my battery life.,positive
Pls don't update the status thing like what's app Pls for the humanity,positive
Sky Map Love I love this app! So much fun and what a pleasure to be able to place and recognize all the stars and planets.,positive
THE best all around scoring app Keeps score on most games. Very configurable. Easy to use. Can subtract. Keeps running track of each score. Never lost a score or game. Backup available.,positive
does exactly what it says no need to produce more verbal trash by repeating the author's description howg!,positive
Yo yo Its works and downloads everything,neutral
Ok Sometimes Good,negative
"The only downside is the resolution of the pictures. The inform given is a bit misleading as you claimed that changing the pictures """"""""""""""""""""""""""""""""cannot be undone"""""""""""""""""""""""""""""""" which is not correct  they can be undone but manually and one by one...""""",positive
Fantastic As an avid reader this app is helping me organise what I'm reading to read read loaned etc. Very simple to use and highly effective. My compliments to the designers.,positive
Very useful when driving!!!,positive
NICE Best,positive
Talk back Good,positive
Good application Like it and love it very much,positive
Never works or disappears,negative
Now you are hi-five The update rocks,positive
Pk Sahoo,positive
Notnice at all Memeory eater,negative
Amazing Very good programmer,positive
Serious issues with Dante's Inferno. When i play Dante's Inferno in an old version like 0.9.9  it gives me decent fps of 15-30. But now that i have updated it to the latest version  it gave me super lag gameplay with 2-5fps. What went wrong? Pls fix.,neutral
Good app Very nice,positive
Does not focus Worked fine in the past. Since some time the Scanner does not focus. Please fix!,negative
Fantastic I like as an Indian thanks,positive
You are the popular emulator in psp Pls add bluetooth and wifi in gold edition and beta in free,positive
Just awesome! GTFO Whatsapp xD,positive
Patrickndaba26@gmail com 019740,positive
The best app to play psp games,positive
I love et,positive
Can't play nothing,negative
Quality app Thanks kivix this app is so useful to my study.It help's a lot...,positive
Too many ads!. Ads are always bothering me. Hope you can fix it.,neutral
Amazing Finally i can enjoy everything worldwide no more region based things and no more blocked apps. THANK YOU for the best vpn ever,positive
Should make this for the GEAR VR,positive
Leveled mailbox post in concrete Used to level mailbox post in concrete and it worked awesome. I think it works better than a regular and traditional level. I didn't have one of the bulls eye bubbles this thing worked great.,positive
Amazing It has turned my whole life around like finding god sitting on a city corner.,positive
Outstanding. Exactly what i needed,positive
Khetamel capellan Khetamel,positive
This app bring me to my location with a nice and happiness ride,positive
Please  can I download game with no extracting?,neutral
Seems like a Phonograph clone ?? Phonograph Music Player,negative
Please fix smiley key function I really like this keyabord. Unfortunately for the last updates when i insert a smiley through the keyboards function it is always shortened  without -,positive
Works great! Havnt noticed any major battery drain when using.,positive
Too much hanging...,negative
BEST.CLASHOFCLANS.HACKS.EVER. Well mates.Great job on this one!Hacked my ClashOfClans account because of this :) THXXX,positive
Nnnnnice,positive
This is the best ever after emulator than any emu after i played it all,positive
By far the best and simplest gallery...one suggestion though  if the hidden images had a password protection option  it would be even better.,positive
pretty cool I like this  although I probably won't be using it much later on.,positive
Works good on my moto g4 plus but not on galaxy grand prime sm-g530t,positive
Beautiful and functional Almost perfect,positive
5 stars for POORNESS FCK app,positive
OK. Not bad....,neutral
Super S,negative
Useful and still evolving!,positive
No way to transfer to a new phone,negative
Not worth it This app is pure bullshit. I have never had an app randomly download songs to my phone and the ones i did download they would play for two days and then wouldn't play anymore. A 4star rating for this junk is false and over rated,negative
All way download,positive
The code of life Health and anti aging bible by Dr Ronald drucker,positive
Useless Cannot phone facebook contacts with phone numbers no phone numbers showing  fix it and i will rate 5 stars and reinstall,negative
App is not synchronized with hardware (kyocera brigadier) and everything is shown inverted 180° out of phase. Installed few times  updated few times  even got new phone  however results remain the same. Garbage.,negative
The no non-sense  ad free  easy cache cleaner.. And the best!,positive
It doesn't allow other apps to install,neutral
OK.good,positive
FUUUUUUUUUUUUUUUUUUN I loved it! Fun to write comics,positive
Removing How can I remove the auto photo on my contacts? I can't remove it.,negative
Hey ... Downloading big files doesnt work correctly..... Its doesn't show percent of file downloaded in android! Plz solve this.....,neutral
Playback speed changing is GONE As most others have pointed out  the latest update removed the ability to change playback speed. That was the competitive advantage this app had and is why I had it for so long. Now it's just like every other app.,negative
I can't let it go away! O,positive
Trina Wonderful,positive
This is the best app . It is better then WhatsApp  messenger etc. Use the app it has a lots of things to do. You can costomise the apps theme also so try it and join my telegram channel 1. @HotClip4u 2. @AnimeArt4u,positive
2FA support App doesn't seem to support two-factor authentication. Once web login completed successfully and a verification code was entered the app stays in the web view instead of using the token to return to the app.,neutral
Nice Nice nice,positive
nice app for using and is faster to send messages.,neutral
The real PSP/vita is better lol!! You can buy that man,negative
This is a great app for those that like watching their phone load nothing and then tell you to check your connection and try again over and over otherwise completely 100% useless.,negative
Sangam Thank u,positive
Dragons of Tarkir Love the app  except for me there are no cards from Dragons of Tarkir and it isnt in the sets  anyone else have this problem?,positive
Veeeeeerrrrrrryyyyyy best and popular app of psp,positive
So sweet Hi,positive
Ok  trust me  if it doesn't work just keep turning it on & off IT WILL WORK,positive
This app is great for situation awareness in the cockpit. It keeps improving with time.,positive
Latest update blank crossword area With latest update when I open a crossword  the keyboard section displays but the area above it where the puzzle should be is all black. Like the app. Will change rating when fixed.,negative
Very helpful app and works with Cyrillic!! Had a little difficulty connecting. Finally figured out that my laptop and phone were using different wi-fi. After I connected them to the same wi-fi it worked great! I am using Cyrillic and the app has no problem with that too! THANKS A LOT!,positive
WTF Is Facebook making tinfoil not work now?,neutral
Good work Nice,positive
Really simple to use. I like that it has a right click button. Just add a stop button to the media controls,positive
Is ko acha se chlana,positive
Exlent Good,negative
No swipe Please add the swipe feature!,positive
It works. I haven't had any problems. It's very simple and easy to use. The only thing holding me back from 5 stars is that there is no keyboard. Add a keyboard feature and it would be great!!,positive
Best Android app for Private Pilot VFR that I have tried. Since I am not IFR rated  I have not used it for anything else.,positive
Comics I love this app BUT after today's update my comics won't go to full screen. They go bigger and I have to move the page atriums to read it and see the whole thing. I would rate it a 5 if it wasn't for that.,neutral
Great browser This has been the perfect replacement for Chrome and Firefox. Simple  fast  and reliable.,positive
The Best Drawing App ... I've been looking around installing and uninstalling all kinds of drawing apps  but Markers really takes the cake. I LOVE how you have the choice to zoom in to make little details. I'd imagine it'd be easier to use this on smaller devices than a lot of other drawing apps. Great job!,positive
Thank you very good work,positive
Excellent Work perfect  Very tiny 0.5mb  Thank you so much,positive
An interesting alternative to google A way to see things differently with a different filter bubble,positive
I hate it very much I already removed my other apps to update this .ijust wasted my time to update it  always troubleshooting duhh,negative
Has good and some bad Some files are hard to get working  others are top notch. My biggest complaint is not having the menu for each file in the transfer section. There is supposed to be a way to clear a transfer (ie it's not working or its done) but it's not there for me. So I have downloaded a discography a couple times now because of it. It just keeps cycling. Very frustrating.,neutral
Ariungoo Hv,positive
Best flashlight app there is,positive
gr8t app,positive
For an older version not one problem It is smashing,positive
Nice This is really a nice app and its very helpful ...I'm loving it,positive
Very boar,positive
S😀😀😀😀 S😊😁😁,positive
Nice job A widget for creating new issue would be awesome,positive
Its not working.,negative
this was boring,negative
Best way to access Facebook! No cumbersome bloatware here - small  fast - no issues!,positive
Solid app  keep adding features! Great app for viewing games and logging plays. Would love to see some collection management features (add  remove  change state  etc) and some more searchable terms (user  designer  etc). Please keep making improvements and thanks!,positive
Best I didn't use yet but the reviews gives the best profile of this app,positive
Good and useful Thanks for the app itz good... i used web before thanks for the app,positive
Long time user  but life got more complicated Timeriffic is great. Only request is to allow sorting of actions within a profile. All new actions are filed at the end of the list instead of in order. Thanks.,positive
Marion This did not download at all it did absolutely nothing. That's the best way that I could give it since I couldn't download anything to give it any good rating,negative
Dk Best,positive
Kman I love it,positive
The Best Music App Out There I love it because every song I want is on there.,positive
Very cool and easy to understand. Each category makes it easy to find what you are looking for 👍👍,positive
Most Useful,positive
Has 90% of the songs you want,positive
I'm glad about thiz.,positive
Its the best  i feel confident on it,positive
Kettavan anand Ok 30%,neutral
This thing sucks balls Ppl its Cuz we need superuser root access,negative
Cool but Can u make better charters,positive
Recommended,positive
Amazing This app does it all and couldn't have been executed any better. Thank you to the app creator for making this is such a way that you have. Bravo!,positive
Not working It keeps saying Google play services has stopped and takes 80% of my battery,negative
I wanted using watsupp How can i use,positive
Superb tysm app store,positive
Dead reliable for me. The gold standard for your two-factor needs  AFAIC.,positive
Samsung SM-T210R Awesome...............,positive
Even better after a new update..👍👍,positive
Good Pretty good,positive
Recent updates are great! Fixed everything I've complained about. However there seems to be some stability issues on my V20,positive
Good one Best,positive
Nice Though can you add widget support with clock and remaining time till next alarm on it.,positive
Google Very useful,positive
Ammazing Amazing,positive
Vesi lawas,positive
So slowly,neutral
Because it sucks,positive
Very nice This app,positive
Very nice app This app is very helpful to me to read open office documents which can not be read by office suite.,positive
Yeachin Bm,negative
Super but can't write to SDCARD. so I'll run out of storage pretty soon.,positive
It was good Ive had this app for a while and it just recently started downloading 300 songs with me knowing and it happened before but now its bad ive reinstalled it several times and it still happens overall the app is great.,neutral
Why I can not do it,positive
This ez cool!!!,positive
bad apps,negative
its terefic,positive
Stayin on my phone forever Get this game  no tutorial but its so simple to understand as everything is as it should be in a rpg. Anyone that says it sucks is cause your so weak at the beginning  of course your not gonna be able to take down everything at the start. Real Rpg players would only rate it 4 or more stars  and we know what we are talking about. Stayin on my phone forever,positive
Updated version works well on 6.0,positive
Nyc one No doubt abt it,positive
Doesnt detect any devices,negative
Lol F*ck,positive
Losing good puzzles! I love this app but first LA Times Sunday puzzle disappeared and now with WSJ puzzle changes there are no WSJ puzzles. I sent an email to developer but no response. Lose 1 star. I use Samsung Note 4.,positive
I use it every day Simple  effective  flawless.,positive
My ac disappeared and I'm not able to generate code again I have to reinstall the app hence my previous ac got disappeared and I have no code so I'm not able to log in to my ac and it is showing no option to get those code back. I hate this app.,negative
Loved it Best of all !,positive
Essential for all hunters Great app but I'm just wondering if this will ever be ported to iOS?,positive
This is absolutely amazing! Thank you!,positive
Note 2&Tab S LTE NOT WORKING ON LOLLIPOP 5.0.2 PLEEEASE FIX!!!,positive
I is good for the game and other,positive
Works great but still needs work Works great but still needs work,neutral
User friendly App.. Very useful...,positive
Superb app pls download it. Woooooooooooooow,positive
After cheking,positive
Worst apps make mobile slow Worst apps make mobile slow,negative
Very useful Awesome..,positive
O melhor app de mensagens O mais funcional de todos os mensageiros. Grupos  canais  bots  gifs  stickers  e agora jogos!! É uma rede social completa. Você vê o que você gosta  quando quer e em tempo real. Acesse @canaldogif. Agora com a chegada do telegra.ph o nível aumentou ainda mais! O futuro começa aqui. Pra conhecer isso e muito mais  tirar suas dúvidas sobre tudo  entre no @DicasChat e @GrupoTelegramBR clicando na lupa no lado superior direito da tela inicial  e digitando o nome dos grupos.,positive
Llllll Jjkkkkkkk,positive
Addictive!! Looking forward for next update,positive
Titanium backup error,positive
Love it but... Where is the preset that help you get rid of headache and stress?,positive
Google service,positive
It's really useful app  but the voice call could be use less data,positive
OOO yrr Aa kii sayapa a,negative
Real madrlkda,positive
Rajeev Very excellent,positive
Doesn't work on GT Crashes on log-in  'sync error' when API number is entered manually. I didn't receive help from the developers within three days. Requesting a refund. Android 2.2.  Samsung GT P1000 The latest update didn't solve anything,negative
Yh U,positive
Used this in the past. Now I can't get it to work. Seems to have issues reading storage on Android 7.1.1,neutral
Ik Good,positive
U know I woulda gave y'all 5stars but i put my files in the right place but it keeps telling me bios missing waste of time I give up,negative
Best Android MTG Companion. Clean and easy UI with wonderful and relevant features.,positive
Anand TIWARI JI I miss you,positive
Badass  nice UI,positive
Good photos but takes forever to snap,neutral
Dildo Diddo,negative
Philani Antivirus software,positive
I hope sooner we'll be able to make a call via Telegram. So we don't have to use other free-call apps. Just make it integrable.,negative
Developers please compressed this application size because this app can use internal storage,positive
crap doesn't work doesn't delete files also only shows on sd card. I need to manage hard drive.,negative
Its a good apps..,positive
Like Yes,positive
No notifications I don't receive notifications from my messages  only when I open the app,negative
I was ment to get an update for this bit im not getting any,negative
Boring but useful app Whenever we have use any app than we want update this app but this is so useful,positive
😍😍😍😘 I really love it!,positive
Best Good.,positive
Best gallery keep it up,positive
Stunning It is a bit hard to figure out  but once you have it working  it is just perfect. I use a selection of landscape travel pics on rotation  and it is so great to have a constant ebb and flow of different good memories.,positive
Can't sync outlook calender Please fix. Need to have a separate outlook calender widget to see updates instead of having it all in one place,negative
Thanks and well done Google,positive
Aa Aaaaa,positive
This app is very convenient! Thanks!,positive
Good game some more descriptive info would be good  how the sacrifice mechanic works for example,positive
It's an awesome app use it,positive
Ok  App  But... Not all scans revealed the information needed.,neutral
Earth Ok,positive
Its okay Its okay,positive
Sai Pavan,positive
nice if we are learning by software then its so easy for our communication,positive
Best Facebook app replacement period.,positive
Okkkkkkkkk K,neutral
Extremely helpful. This app is very helpful and easy to use. I have downloaded quite a few barcode scanners and this is by far the best.,positive
S Sangili muruga,positive
Good Keep ur great work.,positive
Note 2 has to be updated,negative
Alok Jaiswal,positive
BS don't waste your money. Not as described,negative
Gotta love this app  it's the best! Light fast and user friendly. Able to send docs and large files. Getting better every time.,positive
Best poet app ever This is awesome,positive
2334 Vjf,negative
It's OK But I think that if this new was fast it would be great. So please try to my it fast. It my request?,neutral
"Saves lots of time! I used to have to change the time back every minute and swipe away the """"""""""""""""""""""""""""""""screenshot taken"""""""""""""""""""""""""""""""" notification after every screenshot! This makes things much easier. No ads or iaps just makes it even sweeter.""""",positive
RaikaNirubin,positive
Low application.. Hard to install,positive
Working very well Tried a lot many apps but this one works excellently.,positive
p p pm,positive
Love it I love it ot is so cool thx who ever made the app,positive
Ep,positive
fhjj,positive
Using since Android 2.0 Still the best,positive
NEEDS UPDATE. I used to use this long ago even when I knew my iOS had apps that worked and especially looked better. But those were not available on Android. And after all this time something as simple as the intro screen shouldn't look low resolution. It's dated and stands out. But it does go with the simple look of the app. And I don't mean simple in a good way. Cheap looking for be another. If money is needed a paid version could be offered. Or if you don't want to see ads you could pay some money. This looks like something that's from the first generation devices and just stayed the same all these years. A lot of low end devices could use this? Okay  then make a version for the latest generation high-end devices.,negative
Pissed off Hates unnecessary samsung and google and its all updates. Most of them are useless applications.,negative
Why would we need this,negative
Ok Yeah sure,positive
Stupid and dumb dont need this,negative
It is so useful for reading,neutral
Very Easy,positive
Very good Gooooood,positive
Nice app A very good camera app I have ever seen,positive
need help guys  can anyone tell me how do i use this app with mac.,neutral
